method,num_points,HV,MIP,ref_point_safety,ref_point_help,norm_min_safety,norm_min_help,norm_max_safety,norm_max_help
EPEC_GenARM,6,186.37319525217535,0.7988586669447342,-16.119257812500003,-1.9937052001953126,-15.1192578125,-0.9937052001953125,13.3174306640625,8.7171875
PARM,6,162.7688366506945,0.756404358662342,-16.119257812500003,-1.9937052001953126,-15.1192578125,-0.9937052001953125,13.3174306640625,8.7171875
