method,num_points,HV,MIP,ref_point_safety,ref_point_help,norm_min_safety,norm_min_help,norm_max_safety,norm_max_help
EPEC_GenARM,6,12.651585552215575,0.7985792029621787,-17.512578125,-2.897425395965576,-16.512578125,-1.8974253959655762,13.184609375,9.75416015625
PARM,6,42.663458603243164,0.5745505468230672,-17.512578125,-2.897425395965576,-16.512578125,-1.8974253959655762,13.184609375,9.75416015625
