method,num_points,HV,MIP,ref_point_safety,ref_point_help,norm_min_safety,norm_min_help,norm_max_safety,norm_max_help
EPEC_GenARM,6,221.36421435936217,0.7876107063795451,-17.512578125,-1.9937052001953126,-16.512578125,-0.9937052001953125,13.3174306640625,9.75416015625
PARM,6,176.9650956572329,0.725854322774199,-17.512578125,-1.9937052001953126,-16.512578125,-0.9937052001953125,13.3174306640625,9.75416015625
