method,num_points,HV,MIP,ref_point_safety,ref_point_help,norm_min_safety,norm_min_help,norm_max_safety,norm_max_help
EPEC_GenARM,6,163.8753917043403,0.7809940528394442,-15.530703125,-2.2171954345703124,-14.530703125,-1.2171954345703124,13.3174306640625,8.27126953125
PARM,6,163.21944809696635,0.7744613393956797,-15.530703125,-2.2171954345703124,-14.530703125,-1.2171954345703124,13.3174306640625,8.27126953125
